truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
Kenworth,T660,2021,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,971000,Estado de México
Kenworth,T680,2021,PACCAR MX11,Eaton UltraShift,40k,1067000,Guanajuato
Volvo,VNM,2001,Detroit DD13,Eaton Fuller 10-speed,46k,158000,Jalisco
International,ProStar,2014,Cummins ISB 6.7,Allison 3000,52k,523000,Durango
Volvo,VNL760,2013,Cummins ISX15,Eaton Fuller 13-speed,46k,413000,Morelos
Freightliner,M2 106,2012,Cummins ISX15,Detroit DT12,52k,431000,Michoacán
Mack,Anthem,2021,Mack MP10,Eaton Fuller 18-speed,40k,455000,Tabasco
Peterbilt,379,2018,Cummins ISX15,Eaton Fuller 13-speed,52k,609000,Coahuila
Kenworth,T660,2012,Cummins ISX15,Eaton UltraShift,40k,534000,Morelos
Freightliner,Columbia,2007,Detroit DD13,Allison 4500RDS,46k,341000,San Luis Potosí
Mack,Granite,2001,Mack MP8,Eaton Fuller 18-speed,46k,109000,Michoacán
Volvo,VNM,2013,Volvo D13,Allison 4000,46k,397000,Campeche
Kenworth,T660,2006,PACCAR MX11,Eaton UltraShift,40k,372000,Nuevo León
Freightliner,FLD120,2016,Detroit DD15,Eaton Fuller 13-speed,40k,489000,Chihuahua
Kenworth,T680,2013,PACCAR MX11,Eaton UltraShift,40k,574000,Campeche
Freightliner,Columbia,2000,Detroit DD15,Allison 4500RDS,46k,184000,Durango
Freightliner,Cascadia,2007,Detroit DD13,Detroit DT12,52k,353000,Colima
Freightliner,M2 106,2022,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,710000,Sinaloa
Peterbilt,379,2016,PACCAR MX13,Eaton UltraShift,46k,615000,Tabasco
Freightliner,M2 106,2007,Mercedes MBE4000,Eaton Fuller 13-speed,46k,310000,Guanajuato
Kenworth,T370,2021,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,932000,Oaxaca
Mack,Granite,2020,Mack MP7,Eaton Fuller 13-speed,52k,359000,Puebla
Volvo,VNL670,2008,Volvo D13,Volvo I-Shift,52k,302000,Tamaulipas
Kenworth,T370,2005,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,360000,Zacatecas
Mack,Anthem,2004,Mack MP10,Eaton Fuller 18-speed,46k,188000,Michoacán
Volvo,VNL670,2011,Cummins ISX15,Eaton Fuller 13-speed,52k,366000,Baja California
Peterbilt,579,2010,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,450000,Durango
Freightliner,Columbia,2008,Cummins X15,Eaton Fuller 13-speed,40k,356000,Durango
Kenworth,T370,2004,Cummins X15,Eaton Fuller RT-8908LL,40k,368000,Puebla
Freightliner,Columbia,2021,Cummins X15,Allison 4500RDS,40k,721000,Querétaro
Peterbilt,389,2014,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,516000,Guanajuato
Mack,Pinnacle,2001,Mack MP7,Eaton Fuller 18-speed,46k,157000,Sinaloa
Mack,Anthem,2021,Mack MP10,Eaton Fuller 18-speed,52k,456000,Yucatán
International,LT625,2001,Cummins ISB 6.7,Eaton Fuller 13-speed,52k,296000,Campeche
Kenworth,T680,2005,PACCAR MX13,Eaton Fuller 13-speed,40k,388000,Tabasco
Mack,Anthem,2018,Mack MP8,Eaton Fuller 18-speed,40k,331000,Jalisco
Volvo,VNL760,2013,Cummins ISX15,Volvo I-Shift,52k,413000,Ciudad de México
Volvo,VNM,2019,Cummins ISX15,Allison 4000,40k,572000,Zacatecas
Peterbilt,579,2021,Cummins X15,Eaton Fuller RTLO-16718B,46k,977000,Baja California
Volvo,VNL670,2013,Volvo D13,Eaton Fuller 10-speed,40k,392000,Zacatecas
Volvo,VNL670,2021,Detroit DD13,Eaton Fuller 10-speed,46k,612000,Baja California
Kenworth,T680,2017,Cummins ISX15,Eaton Fuller RTLO-16718B,40k,684000,Zacatecas
Freightliner,Columbia,2017,Detroit DD13,Eaton Fuller 10-speed,46k,571000,Durango
Peterbilt,379,2012,Cummins X15,Eaton Fuller 18-speed,46k,504000,Hidalgo
Peterbilt,389,2002,Cummins X15,Eaton Fuller 13-speed,52k,235000,Guanajuato
International,ProStar,2001,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,298000,Guerrero
Mack,Pinnacle,2021,Mack MP7,Mack mDRIVE,40k,389000,Durango
Kenworth,T800,2014,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,607000,Oaxaca
Mack,Anthem,2008,Mack MP10,Mack mDRIVE,40k,216000,Tlaxcala
Peterbilt,579,2013,Cummins X15,Eaton Fuller RTLO-16913A,52k,530000,Veracruz
International,9900i,2017,MaxxForce 15,Allison 3000,46k,585000,Guanajuato
Freightliner,Columbia,2017,Cummins X15,Allison 4500RDS,40k,582000,Nayarit
Freightliner,Cascadia,2005,Cummins ISX15,Eaton Fuller 13-speed,40k,296000,Oaxaca
Peterbilt,579,2006,PACCAR MX11,Eaton UltraShift,46k,318000,Tamaulipas
International,9900i,2012,MaxxForce 15,Allison 4000,46k,486000,Colima
Freightliner,FLD120,2016,Detroit DD15,Eaton Fuller 13-speed,52k,508000,Nayarit
Freightliner,FLD120,2010,Cummins ISX15,Eaton Fuller 10-speed,46k,400000,Tamaulipas
Kenworth,W900,2010,Cummins ISX15,Eaton Fuller 13-speed,40k,500000,Tabasco
Volvo,VNL760,2009,Cummins ISX15,Eaton Fuller 13-speed,46k,329000,Nayarit
Volvo,VNL760,2010,Cummins ISX15,Eaton Fuller 13-speed,46k,350000,Nayarit
Mack,Granite,2022,Mack MP8,Eaton Fuller 13-speed,52k,524000,Morelos
International,9900i,2013,Cummins ISX15,Allison 3000,46k,503000,Sonora
Mack,Anthem,2020,Mack MP7,Eaton Fuller 13-speed,46k,372000,Yucatán
Peterbilt,389,2004,PACCAR MX11,Eaton UltraShift,52k,283000,Tabasco
International,ProStar,2008,Cummins ISX15,Allison 4000,52k,391000,Ciudad de México
Peterbilt,579,2016,PACCAR MX11,Eaton Fuller 18-speed,52k,542000,Yucatán
Freightliner,FLD120,2022,Cummins ISX15,Eaton Fuller 13-speed,46k,650000,Sinaloa
Mack,Granite,2014,Mack MP10,Eaton Fuller 13-speed,40k,287000,Quintana Roo
Volvo,VNL760,2012,Detroit DD13,Eaton Fuller 10-speed,46k,372000,Quintana Roo
International,ProStar,2002,Cummins ISC 8.3,Allison 4000,46k,305000,Campeche
Kenworth,T660,2005,Cummins ISX15,Eaton Fuller RT-8908LL,52k,407000,Aguascalientes
Volvo,VNL760,2011,Cummins ISX15,Volvo I-Shift,46k,367000,Querétaro
International,9900i,2011,Cummins ISX15,Eaton Fuller 18-speed,46k,467000,Oaxaca
Volvo,VNL670,2001,Detroit DD13,Volvo I-Shift,40k,192000,Guanajuato
Mack,Pinnacle,2007,Mack MP7,Eaton Fuller 13-speed,40k,195000,Tlaxcala
Volvo,VNL760,2015,Detroit DD13,Eaton Fuller 13-speed,46k,442000,Veracruz
Volvo,VNL760,2016,Detroit DD13,Eaton Fuller 10-speed,40k,485000,Tamaulipas
Mack,Pinnacle,2004,Mack MP10,Eaton Fuller 13-speed,46k,183000,Sinaloa
Mack,Granite,2016,Mack MP7,Eaton Fuller 18-speed,46k,310000,Sonora
International,LT625,2003,Cummins ISX15,Eaton Fuller 10-speed,52k,312000,Veracruz
International,Durastar,2012,MaxxForce 13,Allison 4000,52k,488000,Querétaro
Peterbilt,389,2018,Cummins X15,Eaton Fuller RTLO-16913A,40k,685000,Ciudad de México
Volvo,VNL760,2013,Detroit DD13,Eaton Fuller 10-speed,52k,415000,Nuevo León
Mack,Anthem,2018,Mack MP10,Eaton Fuller 13-speed,46k,331000,Quintana Roo
Mack,Pinnacle,2014,Mack MP7,Eaton Fuller 18-speed,52k,271000,Baja California Sur
Freightliner,Cascadia,2015,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,532000,Campeche
International,ProStar,2011,Cummins ISC 8.3,Allison 3000,40k,476000,Zacatecas
Volvo,VNL670,2003,Volvo D13,Eaton Fuller 10-speed,52k,208000,Puebla
Volvo,VNM,2020,Cummins ISX15,Volvo I-Shift,40k,624000,Guanajuato
Mack,Granite,2010,Mack MP10,Eaton Fuller 13-speed,46k,240000,Chihuahua
Mack,Pinnacle,2019,Mack MP7,Eaton Fuller 13-speed,46k,372000,Yucatán
Freightliner,FLD120,2005,Cummins X15,Detroit DT12,46k,319000,Zacatecas
Kenworth,T680,2008,Cummins X15,Eaton Fuller RT-8908LL,46k,421000,Yucatán
Volvo,VNM,2011,Detroit DD13,Eaton Fuller 13-speed,52k,367000,Michoacán
Volvo,VNM,2014,Volvo D13,Eaton Fuller 13-speed,40k,426000,Campeche
Mack,Pinnacle,2009,Mack MP8,Eaton Fuller 13-speed,46k,228000,Yucatán
Peterbilt,379,2014,PACCAR MX13,Eaton Fuller 13-speed,46k,564000,Hidalgo
International,ProStar,2010,Cummins ISC 8.3,Eaton Fuller 10-speed,52k,450000,Hidalgo
Peterbilt,379,2008,Cummins X15,Eaton UltraShift,52k,398000,Querétaro
Peterbilt,379,2015,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,572000,Quintana Roo
Freightliner,Columbia,2011,Cummins X15,Allison 4500RDS,40k,415000,Tamaulipas
International,ProStar,2010,Cummins ISC 8.3,Eaton Fuller 13-speed,52k,450000,Nayarit
International,9900i,2012,Cummins ISC 8.3,Eaton Fuller 10-speed,46k,503000,Nayarit
Mack,Pinnacle,2015,Mack MP8,Mack mDRIVE,46k,290000,Baja California
Volvo,VNM,2016,Volvo D13,Allison 4000,40k,450000,Nayarit
Peterbilt,579,2017,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,637000,Chihuahua
Mack,Granite,2012,Mack MP10,Eaton Fuller 13-speed,40k,261000,Quintana Roo
Freightliner,FLD120,2016,Detroit DD13,Allison 4500RDS,52k,493000,Guerrero
Volvo,VNM,2010,Cummins ISX15,Eaton Fuller 13-speed,52k,350000,Chihuahua
Peterbilt,389,2004,PACCAR MX13,Eaton Fuller 13-speed,52k,332000,Tamaulipas
Volvo,VNL760,2010,Volvo D13,Volvo I-Shift,52k,350000,Veracruz
Mack,Granite,2005,Mack MP7,Eaton Fuller 18-speed,52k,154000,Colima
Mack,Anthem,2000,Mack MP7,Eaton Fuller 18-speed,40k,138000,Coahuila
Peterbilt,579,2018,Cummins X15,Eaton Fuller 18-speed,52k,674000,Veracruz
International,Durastar,2012,Cummins ISC 8.3,Allison 4000,46k,493000,Michoacán
Peterbilt,579,2022,Cummins ISX15,Eaton Fuller 13-speed,52k,923000,Ciudad de México
Peterbilt,389,2019,Cummins X15,Eaton UltraShift,46k,750000,Sonora
Freightliner,Columbia,2014,Cummins X15,Eaton Fuller 13-speed,46k,467000,Puebla
Volvo,VNM,2017,Detroit DD13,Volvo I-Shift,52k,509000,Colima
Kenworth,T660,2001,Cummins X15,Eaton UltraShift,46k,328000,Coahuila
Mack,Anthem,2009,Mack MP7,Eaton Fuller 18-speed,46k,221000,Puebla
Volvo,VNL760,2007,Volvo D13,Eaton Fuller 13-speed,52k,279000,Morelos
Volvo,VNM,2016,Cummins ISX15,Volvo I-Shift,46k,435000,Yucatán
Volvo,VNL670,2008,Cummins ISX15,Eaton Fuller 13-speed,52k,318000,Quintana Roo
Kenworth,T800,2000,PACCAR MX11,Eaton Fuller 18-speed,40k,305000,Aguascalientes
Freightliner,Columbia,2007,Detroit DD15,Eaton Fuller 13-speed,46k,314000,Yucatán
Freightliner,Columbia,2007,Cummins X15,Eaton Fuller 10-speed,52k,327000,Oaxaca
Peterbilt,379,2011,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,475000,Tlaxcala
Kenworth,T680,2016,Cummins X15,Eaton Fuller RT-8908LL,52k,599000,Coahuila
Peterbilt,379,2006,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,349000,Durango
Peterbilt,389,2002,Cummins ISX15,Eaton Fuller 18-speed,52k,272000,Chihuahua
Kenworth,T370,2016,PACCAR MX11,Eaton Fuller RTLO-16718B,46k,685000,Durango
Freightliner,M2 106,2011,Cummins X15,Detroit DT12,46k,423000,Hidalgo
International,9900i,2017,Cummins ISB 6.7,Eaton Fuller 13-speed,46k,645000,Tabasco
Freightliner,Columbia,2018,Detroit DD15,Allison 4500RDS,40k,545000,San Luis Potosí
Kenworth,W900,2001,Cummins ISX15,Eaton Fuller 18-speed,46k,215000,Yucatán
Mack,Granite,2022,Mack MP10,Eaton Fuller 18-speed,46k,423000,Baja California Sur
Kenworth,T680,2008,PACCAR MX11,Eaton Fuller RT-8908LL,52k,431000,Chiapas
Mack,Anthem,2006,Mack MP7,Eaton Fuller 13-speed,46k,187000,Sonora
Mack,Anthem,2000,Mack MP7,Mack mDRIVE,52k,117000,Ciudad de México
Peterbilt,389,2011,PACCAR MX13,Eaton Fuller 18-speed,52k,467000,Puebla
Mack,Pinnacle,2019,Mack MP8,Eaton Fuller 13-speed,40k,365000,Quintana Roo
Volvo,VNM,2003,Volvo D13,Volvo I-Shift,46k,233000,Tamaulipas
Kenworth,T370,2017,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,735000,Querétaro
Freightliner,M2 106,2019,Mercedes MBE4000,Eaton Fuller 13-speed,46k,564000,Nuevo León
Peterbilt,579,2002,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,225000,Jalisco
Volvo,VNL760,2022,Detroit DD13,Volvo I-Shift,40k,764000,Oaxaca
International,9900i,2013,Cummins ISB 6.7,Eaton Fuller 13-speed,40k,498000,Yucatán
International,9900i,2008,Cummins ISB 6.7,Eaton Fuller 13-speed,52k,386000,Morelos
Volvo,VNM,2009,Cummins ISX15,Allison 4000,52k,321000,Sonora
International,ProStar,2008,Cummins ISB 6.7,Allison 4000,46k,397000,Oaxaca
Kenworth,W900,2005,PACCAR MX13,Eaton Fuller 13-speed,40k,365000,Jalisco
Mack,Anthem,2010,Mack MP10,Eaton Fuller 18-speed,46k,240000,Oaxaca
Peterbilt,389,2012,Cummins X15,Eaton UltraShift,46k,497000,Puebla
Kenworth,T680,2020,Cummins X15,Eaton Fuller RT-8908LL,46k,854000,Colima
Kenworth,T680,2013,PACCAR MX11,Eaton Fuller 18-speed,40k,590000,Morelos
International,Durastar,2003,MaxxForce 15,Eaton Fuller 10-speed,46k,281000,Colima
Peterbilt,379,2001,PACCAR MX11,Eaton Fuller 18-speed,40k,287000,Oaxaca
Peterbilt,379,2006,Cummins X15,Eaton UltraShift,52k,319000,Chiapas
International,Durastar,2012,MaxxForce 15,Eaton Fuller 13-speed,40k,499000,Nayarit
Peterbilt,379,2015,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,531000,Oaxaca
Volvo,VNL760,2018,Cummins ISX15,Eaton Fuller 13-speed,46k,509000,Ciudad de México
Freightliner,Cascadia,2003,Detroit DD15,Eaton Fuller RTLO-16913A,52k,255000,Guanajuato
Freightliner,Cascadia,2015,Mercedes MBE4000,Eaton Fuller 13-speed,46k,532000,Sonora
Kenworth,T370,2019,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,815000,Chiapas
Volvo,VNM,2020,Volvo D13,Volvo I-Shift,52k,678000,Tlaxcala
International,Durastar,2009,Cummins ISX15,Eaton Fuller 10-speed,52k,412000,Jalisco
Mack,Granite,2006,Mack MP7,Eaton Fuller 18-speed,52k,173000,Tamaulipas
Peterbilt,389,2017,PACCAR MX11,Eaton Fuller 13-speed,46k,612000,Hidalgo
Freightliner,Columbia,2006,Mercedes MBE4000,Eaton Fuller 13-speed,46k,323000,Jalisco
Mack,Pinnacle,2003,Mack MP10,Mack mDRIVE,40k,160000,Guerrero
Kenworth,T370,2019,Cummins X15,Eaton Fuller 13-speed,52k,679000,Nayarit
Mack,Pinnacle,2005,Mack MP10,Mack mDRIVE,52k,180000,Coahuila
Peterbilt,389,2012,Cummins X15,Eaton Fuller 18-speed,40k,504000,Chiapas
Peterbilt,389,2020,Cummins ISX15,Eaton Fuller 13-speed,46k,850000,Chiapas
Mack,Pinnacle,2021,Mack MP8,Eaton Fuller 18-speed,46k,394000,Zacatecas
Kenworth,W900,2006,PACCAR MX11,Eaton Fuller 18-speed,46k,401000,Quintana Roo
Kenworth,W900,2015,Cummins X15,Eaton Fuller RTLO-16718B,46k,643000,Michoacán
Peterbilt,389,2000,PACCAR MX11,Eaton UltraShift,40k,207000,Guanajuato
International,ProStar,2016,MaxxForce 13,Eaton Fuller 18-speed,46k,540000,San Luis Potosí
Freightliner,M2 106,2017,Cummins ISX15,Detroit DT12,46k,553000,Nuevo León
Freightliner,Cascadia,2003,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,283000,Yucatán
Peterbilt,579,2008,Cummins ISX15,Eaton Fuller 13-speed,52k,377000,Puebla
Freightliner,Cascadia,2013,Mercedes MBE4000,Eaton Fuller 10-speed,46k,459000,Chihuahua
International,ProStar,2018,Cummins ISX15,Allison 4000,46k,699000,Morelos
Peterbilt,579,2016,Cummins X15,Eaton Fuller RTLO-16718B,46k,554000,Hidalgo
Peterbilt,579,2002,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,222000,Baja California
Kenworth,W900,2020,PACCAR MX13,Eaton Fuller RT-8908LL,40k,788000,Chihuahua
Mack,Granite,2004,Mack MP7,Eaton Fuller 13-speed,40k,169000,Quintana Roo
Peterbilt,379,2010,Cummins ISX15,Eaton UltraShift,52k,450000,Morelos
Mack,Granite,2022,Mack MP10,Eaton Fuller 13-speed,46k,560000,Guerrero
Kenworth,T680,2001,Cummins X15,Eaton Fuller RT-8908LL,40k,249000,Tamaulipas
Peterbilt,579,2012,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,497000,Baja California
Volvo,VNL670,2003,Cummins ISX15,Eaton Fuller 13-speed,40k,219000,Tamaulipas
Freightliner,M2 106,2017,Mercedes MBE4000,Allison 4500RDS,40k,572000,Tabasco
Freightliner,Cascadia,2005,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,293000,Oaxaca
Volvo,VNL670,2017,Volvo D13,Eaton Fuller 10-speed,40k,514000,Nayarit
Kenworth,T370,2018,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,796000,Nuevo León
Kenworth,T370,2021,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,1055000,Michoacán
International,ProStar,2003,Cummins ISC 8.3,Eaton Fuller 10-speed,40k,238000,Ciudad de México
Freightliner,Columbia,2014,Detroit DD15,Detroit DT12,40k,456000,Quintana Roo
Volvo,VNM,2018,Detroit DD13,Volvo I-Shift,52k,522000,Morelos
Peterbilt,379,2016,Cummins ISX15,Eaton UltraShift,52k,560000,Durango
Peterbilt,379,2009,PACCAR MX11,Eaton UltraShift,40k,423000,Sonora
Mack,Anthem,2008,Mack MP7,Mack mDRIVE,40k,205000,San Luis Potosí
International,9900i,2015,Cummins ISB 6.7,Eaton Fuller 10-speed,40k,522000,Morelos
Mack,Pinnacle,2006,Mack MP10,Eaton Fuller 18-speed,40k,173000,Guanajuato
Peterbilt,389,2001,PACCAR MX11,Eaton UltraShift,40k,272000,Morelos
Mack,Anthem,2003,Mack MP8,Eaton Fuller 18-speed,40k,170000,Nuevo León
International,Durastar,2019,Cummins ISX15,Allison 3000,52k,622000,Baja California
Kenworth,T370,2019,Cummins X15,Eaton Fuller 13-speed,40k,730000,Michoacán
Peterbilt,379,2022,PACCAR MX13,Eaton UltraShift,40k,847000,Jalisco
Mack,Pinnacle,2022,Mack MP8,Eaton Fuller 13-speed,46k,524000,Veracruz
Mack,Granite,2006,Mack MP10,Mack mDRIVE,40k,200000,Hidalgo
Kenworth,T680,2016,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,665000,Coahuila
Peterbilt,389,2007,Cummins ISX15,Eaton UltraShift,46k,364000,Oaxaca
Volvo,VNL760,2010,Cummins ISX15,Eaton Fuller 13-speed,40k,350000,Tlaxcala
Kenworth,T660,2001,PACCAR MX11,Eaton Fuller 18-speed,40k,215000,Zacatecas
Peterbilt,379,2001,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,266000,Morelos
International,ProStar,2022,Cummins ISB 6.7,Eaton Fuller 18-speed,40k,851000,Aguascalientes
Kenworth,W900,2008,Cummins X15,Eaton Fuller 13-speed,40k,461000,Campeche
Peterbilt,579,2022,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,914000,Querétaro
Peterbilt,579,2022,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,849000,Tamaulipas
Peterbilt,379,2010,Cummins X15,Eaton Fuller 18-speed,46k,450000,Chiapas
Volvo,VNL670,2011,Cummins ISX15,Eaton Fuller 10-speed,52k,371000,Nuevo León
International,LT625,2014,Cummins ISC 8.3,Allison 3000,40k,550000,Puebla
Volvo,VNL760,2017,Detroit DD13,Eaton Fuller 10-speed,40k,483000,Michoacán
Freightliner,Columbia,2005,Mercedes MBE4000,Detroit DT12,46k,318000,Campeche
Volvo,VNL760,2016,Cummins ISX15,Allison 4000,52k,463000,Coahuila
Freightliner,FLD120,2016,Mercedes MBE4000,Eaton Fuller 13-speed,40k,523000,Campeche
Volvo,VNM,2009,Cummins ISX15,Eaton Fuller 13-speed,46k,334000,Guanajuato
Kenworth,T370,2020,PACCAR MX11,Eaton Fuller 13-speed,52k,820000,Colima
International,9900i,2020,MaxxForce 15,Allison 4000,52k,729000,Michoacán
Peterbilt,389,2004,PACCAR MX11,Eaton Fuller 13-speed,40k,314000,Zacatecas
International,Durastar,2004,Cummins ISC 8.3,Eaton Fuller 18-speed,52k,331000,Aguascalientes
Volvo,VNM,2011,Volvo D13,Volvo I-Shift,46k,361000,Morelos
Freightliner,FLD120,2003,Cummins ISX15,Eaton Fuller 13-speed,40k,259000,Guanajuato
Kenworth,T370,2019,PACCAR MX13,Eaton Fuller 18-speed,40k,677000,Tamaulipas
International,Durastar,2007,Cummins ISC 8.3,Allison 4000,52k,355000,Chihuahua
Kenworth,W900,2003,Cummins ISX15,Eaton Fuller 18-speed,52k,275000,Tlaxcala
Freightliner,Cascadia,2021,Detroit DD15,Detroit DT12,46k,627000,Oaxaca
Freightliner,FLD120,2007,Detroit DD13,Detroit DT12,52k,308000,Durango
Volvo,VNM,2018,Volvo D13,Eaton Fuller 10-speed,40k,536000,Querétaro
Freightliner,Columbia,2015,Detroit DD13,Detroit DT12,52k,469000,Colima
Peterbilt,579,2001,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,195000,Puebla
Peterbilt,389,2002,PACCAR MX11,Eaton Fuller 13-speed,46k,277000,Zacatecas
Mack,Pinnacle,2017,Mack MP10,Mack mDRIVE,46k,344000,San Luis Potosí
Volvo,VNM,2005,Detroit DD13,Allison 4000,52k,246000,Veracruz
Freightliner,FLD120,2001,Mercedes MBE4000,Eaton Fuller 13-speed,52k,196000,Hidalgo
Peterbilt,579,2015,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,530000,Puebla
Freightliner,FLD120,2006,Detroit DD15,Eaton Fuller 10-speed,40k,305000,Hidalgo
Peterbilt,579,2003,PACCAR MX11,Eaton Fuller 18-speed,46k,237000,Querétaro
Volvo,VNM,2001,Detroit DD13,Volvo I-Shift,52k,239000,Nuevo León
Peterbilt,379,2017,Cummins X15,Eaton Fuller RTLO-16913A,46k,561000,Nayarit
Mack,Pinnacle,2006,Mack MP10,Mack mDRIVE,52k,169000,Quintana Roo
Mack,Granite,2007,Mack MP7,Mack mDRIVE,46k,193000,Durango
Kenworth,T680,2001,Cummins ISX15,Eaton Fuller 18-speed,52k,264000,Aguascalientes
Freightliner,Cascadia,2013,Mercedes MBE4000,Detroit DT12,46k,467000,Chihuahua
Freightliner,FLD120,2002,Detroit DD15,Allison 4500RDS,52k,268000,Chiapas
Freightliner,Cascadia,2003,Detroit DD15,Allison 4500RDS,46k,297000,Tamaulipas
Mack,Granite,2018,Mack MP10,Eaton Fuller 13-speed,46k,336000,Aguascalientes
Freightliner,Cascadia,2019,Cummins X15,Detroit DT12,46k,571000,Guerrero
Peterbilt,389,2013,PACCAR MX11,Eaton Fuller 18-speed,46k,511000,Estado de México
Mack,Anthem,2018,Mack MP10,Eaton Fuller 13-speed,52k,324000,Oaxaca
Volvo,VNM,2020,Cummins ISX15,Eaton Fuller 13-speed,46k,569000,Campeche
Kenworth,T800,2005,Cummins ISX15,Eaton Fuller RT-8908LL,46k,347000,Tamaulipas
Kenworth,T680,2002,PACCAR MX13,Eaton Fuller 18-speed,46k,298000,Durango
Freightliner,Cascadia,2020,Detroit DD13,Eaton Fuller 13-speed,40k,586000,Sinaloa
Kenworth,T660,2005,PACCAR MX13,Eaton Fuller 18-speed,52k,400000,Ciudad de México
Mack,Pinnacle,2007,Mack MP7,Eaton Fuller 18-speed,46k,187000,Ciudad de México
Mack,Granite,2009,Mack MP8,Eaton Fuller 13-speed,40k,224000,Ciudad de México
International,LT625,2003,Cummins ISC 8.3,Allison 4000,40k,296000,Chihuahua
Mack,Pinnacle,2015,Mack MP7,Eaton Fuller 13-speed,52k,296000,Guerrero
Freightliner,FLD120,2022,Detroit DD13,Eaton Fuller 10-speed,40k,779000,Veracruz
Volvo,VNL670,2002,Detroit DD13,Volvo I-Shift,40k,195000,Quintana Roo
International,ProStar,2022,Cummins ISC 8.3,Eaton Fuller 10-speed,46k,1011000,Chihuahua
International,9900i,2007,Cummins ISC 8.3,Allison 4000,40k,341000,Sonora
Kenworth,T370,2004,Cummins X15,Eaton Fuller 18-speed,40k,297000,Quintana Roo
Kenworth,T680,2018,Cummins X15,Eaton Fuller RTLO-16913A,52k,713000,Ciudad de México
Peterbilt,379,2018,Cummins X15,Eaton Fuller RTLO-16913A,46k,587000,Tlaxcala
Freightliner,FLD120,2000,Detroit DD13,Detroit DT12,46k,252000,Nayarit
Peterbilt,579,2015,Cummins X15,Eaton Fuller 13-speed,40k,565000,Coahuila
Mack,Anthem,2011,Mack MP7,Mack mDRIVE,52k,250000,Campeche
Kenworth,T370,2010,Cummins X15,Eaton Fuller 13-speed,46k,500000,Hidalgo
Mack,Anthem,2016,Mack MP8,Eaton Fuller 13-speed,52k,291000,Campeche
Kenworth,T660,2003,PACCAR MX13,Eaton UltraShift,40k,299000,Yucatán
Peterbilt,379,2002,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,259000,Puebla
Kenworth,W900,2022,Cummins ISX15,Eaton Fuller 13-speed,40k,980000,Guanajuato
Peterbilt,379,2019,Cummins X15,Eaton UltraShift,40k,614000,Aguascalientes
Freightliner,Cascadia,2007,Detroit DD15,Eaton Fuller RTLO-16913A,40k,303000,Puebla
Peterbilt,389,2013,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,509000,San Luis Potosí
Peterbilt,389,2014,Cummins ISX15,Eaton Fuller 13-speed,46k,524000,Tamaulipas
International,9900i,2009,MaxxForce 13,Eaton Fuller 18-speed,40k,423000,Estado de México
Volvo,VNL670,2009,Cummins ISX15,Eaton Fuller 10-speed,46k,327000,Jalisco
Freightliner,FLD120,2018,Cummins X15,Allison 4500RDS,52k,544000,Michoacán
Peterbilt,389,2011,PACCAR MX11,Eaton Fuller 18-speed,40k,466000,Zacatecas
Volvo,VNL760,2007,Cummins ISX15,Eaton Fuller 13-speed,52k,270000,Querétaro
Mack,Anthem,2015,Mack MP10,Mack mDRIVE,52k,286000,Quintana Roo
Volvo,VNM,2014,Cummins ISX15,Volvo I-Shift,52k,400000,Puebla
International,9900i,2018,MaxxForce 15,Allison 4000,40k,584000,Quintana Roo
Freightliner,Columbia,2011,Detroit DD13,Eaton Fuller 13-speed,40k,417000,Yucatán
Freightliner,FLD120,2018,Mercedes MBE4000,Detroit DT12,40k,548000,Quintana Roo
Kenworth,T800,2017,Cummins X15,Eaton Fuller RTLO-16913A,52k,616000,Tamaulipas
